unique_id	citing_ACL_id	citing_title	cited_title	cited_authors	section_title	citation_context	cite_context_paragraph	citation_object	citation_function	aclarc_label
CC385	J02-3002	Periods, Capitalized Words, etc.	adaptive multilingual sentence boundary disambiguation	['David D Palmer', 'Marti A Hearst']	conclusion	For instance , [CITED_AUTHOR] report that the SATZ system ( decision tree variant ) was trained on a set of about 800 labeled periods , which corresponds to a corpus of about 16,000 words .	['A significant advantage of this approach is that it can be targeted to new domains completely automatically, without human intervention.', 'The four word lists that our system uses for its operation can be generated automatically from a raw corpus and require no human annotation.', 'Although some SBD systems can be trained on relatively small sets of labeled examples, their performance in such cases is somewhat lower than their optimal performance.', 'For instance , [CITED_AUTHOR] report that the SATZ system ( decision tree variant ) was trained on a set of about 800 labeled periods , which corresponds to a corpus of about 16,000 words .', "This is a relatively small training set that can be manually marked in a few hours' time.", 'But the error rate (1.5%) of the decision tree classifier trained on this small sample was about 50% higher than that when trained on 6,000 labeled examples (1.0%).']	Performed Work	Contextualize	1
CC386	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	inducing translation templates for examplebased machine translation	['Michael Carl']	introduction	Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; Veale and Way 1997 ; [CITED_AUTHOR] ) .7 As an example , consider the translation into French of the house collapsed .	['Disambiguation of capitalized words in mixed-case texts has received little attention in the natural language processing and information retrieval communities, but in fact it plays an important role in many tasks.', 'In mixed-case texts capitalized words usually denote proper names (names of organizations, locations, people, artifacts, etc.), but there are special positions in the text where capitalization is expected.', 'Such mandatory positions include the first word in a sentence, words in titles with all significant words capitalized or table entries, a capitalized word after a colon or open quote, and the first word in a list entry, among others.', 'Capitalized words in these and some other positions present a case of ambiguity: they can stand for proper names, as in White later said . . .', ', or they can be just capitalized common words, as in White elephants are . . . .', 'The disambiguation of capitalized words in ambiguous positions leads to the identification of proper names (or their derivatives), and in this article we will use these two terms and the term case normalization interchangeably.', "[CITED_AUTHOR] , p. 294 ) studied , among other simple text normalization techniques , the effect of case normalization for different words and showed that `` sometimes case variants refer to the same thing ( hurricane and Hurricane ) , sometimes they refer to different things ( continental and Continental ) and sometimes they do n't refer to much of anything ( e.g. , anytime and Anytime ) . ''", 'Obviously these differences arise because some capitalized words stand for proper names (such as Continental, the name of an airline) and some do not.']	Discovery	Justify Design Choice	0
CC387	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	three heads are better than one	['Robert Frederking', 'Sergei Nirenburg']	conclusion	These translations gave rise to a number of automatically constructed linguistic resources : ( 1 ) the original ( source , target ) phrasal translation pairs , ( 2 ) the marker lexicon , ( 3 ) the gen11 Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by [CITED_AUTHOR] , Frederking et al. ( 1994 ) , and Hogan and Frederking ( 1998 ) .	['These translations gave rise to a number of automatically constructed linguistic resources : ( 1 ) the original ( source , target ) phrasal translation pairs , ( 2 ) the marker lexicon , ( 3 ) the gen11 Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by [CITED_AUTHOR] , Frederking et al. ( 1994 ) , and Hogan and Frederking ( 1998 ) .']	Produced Resource	Contextualize	1
CC388	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	finding terminology translations from nonparallel corpora	['Pascale Fung', 'Kathleen McKeown']	introduction	[CITED_AUTHOR] attempt to translate technical terms using word relation matrices , although the resource from which such relations are derived is a pair of nonparallel corpora .	['All EBMT systems, from the initial proposal by Nagao (1984) to the recent collection of Carl and Way (2003), are premised on the availability of subsentential alignments derived from the input bitext.', 'There is a wealth of literature on trying to establish subsentential translations from a bilingual corpus. 3', ' Kay and R√∂scheisen (1993) attempt to extract a bilingual dictionary using a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', '[CITED_AUTHOR] attempt to translate technical terms using word relation matrices , although the resource from which such relations are derived is a pair of nonparallel corpora .', 'Somers (1998) replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance.', 'Boutsis and Piperidis (1998) use a tagged parallel corpus to extract translationally equivalent English-Greek clauses on the basis of word occurrence and co-occurrence probabilities.', 'The respective lengths of the putative alignments in terms of characters is also an important factor.', 'Ahrenberg, Andersson, and Merkel (2002) observe that for less widely spoken languages, the relative lack of linguistic tools and resources has forced developers of word alignment tools for such languages to use shallow processing and basic statistical approaches to word linking.', 'Accordingly, they generate lexical correspondences by means of co-occurrence measures and string similarity metrics.', 'More specifically, the notion of the phrasal lexicon (used first by Becker 1975) has been used successfully in a number of areas:']	Performed Work	Contextualize	0
CC389	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	the selfextending phrasal lexicon	['Uri Zernik', 'Michael Dyer']	introduction	√¢¬Ä¬¢ Learnability ( [CITED_AUTHOR] ) √¢¬Ä¬¢ Text generation ( Hovy 1988 ; Milosavljevic , Tulloch , and Dale 1996 ) √¢¬Ä¬¢ Speech generation ( Rayner and Carter 1997 ) √¢¬Ä¬¢ Localization ( Sch √Ç¬® aler 1996 )	['Accordingly, they generate lexical correspondences by means of co-occurrence measures and string similarity metrics. More specifically, the notion of the phrasal lexicon (used first by Becker 1975) has been used successfully in a number of areas:', '√¢¬Ä¬¢ Learnability ( [CITED_AUTHOR] ) √¢¬Ä¬¢ Text generation ( Hovy 1988 ; Milosavljevic , Tulloch , and Dale 1996 ) √¢¬Ä¬¢ Speech generation ( Rayner and Carter 1997 ) √¢¬Ä¬¢ Localization ( Sch √Ç¬® aler 1996 )', 'More recently, Simard and Langlais (2001) have proposed the exploitation of TMs at a subsentential level, while Carl, Way, and Sch\u00a8aler (2002) and Sch\u00a8aler, Way, and Carl (2003, pages 108\u2013109) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment.']	Discovery	Contextualize	0
CC39	D08-1034	Improving Chinese semantic role classification with hierarchical feature selection strategy	labeling chinese predicates with semantic roles	['Nianwen Xue']	experiments	To prove that our method is effective , we also make a comparison between the performances of our system and Xue and Palmer ( 2005 ) , [CITED_AUTHOR] .	['To prove that our method is effective , we also make a comparison between the performances of our system and Xue and Palmer ( 2005 ) , [CITED_AUTHOR] .', 'Xue (2008) is the best SRL system until now and it has the same data setting with ours.', 'The results are presented in Table 6 We have to point out that all the three systems are based on Gold standard parsing.', 'From the table 6, we can find that our system is better than both of the related systems.', 'Our system has outperformed Xue (2008) with a relative error reduction rate of 9.8%.']	Produced Resource	Evaluate Against	1
CC390	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	a languageneutral sparsedata algorithm for extracting translation patterns	['Kevin McTait', 'Arturo Trujillo']	introduction	Other similar approaches include those of Cicekli and G √Ç¬® uvenir ( 1996 ) , [CITED_AUTHOR] , Carl ( 1999 ) , and Brown ( 2000 ) , inter alia .	['Block distinguishes chunks from "patterns," as we do: His chunks are similar to our marker chunks, and his patterns are similar to our generalized marker chunks.', 'Once chunks are derived from source, target alignments, patterns are computed from the derived chunks by means of the following algorithm: "for each pair of chunk pairs Using the algorithm described above, the patterns in ( 26) are derived from the chunks in ( 25): Of course, many other researchers also try to extract generalized templates.', 'Kaji, Kida, and Morimoto (1992) identify translationally equivalent phrasal segments and replace such equivalents with variables to generate a set of translation patterns.', 'Watanabe (1993) combines lexical and dependency mappings to form his generalizations.', 'Other similar approaches include those of Cicekli and G √Ç¬® uvenir ( 1996 ) , [CITED_AUTHOR] , Carl ( 1999 ) , and Brown ( 2000 ) , inter alia .']	Performed Work	Contextualize	0
CC391	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	generating language with a phrasal lexicon	['Edward Hovy']	introduction	√¢¬Ä¬¢ Learnability ( Zernik and Dyer 1987 ) √¢¬Ä¬¢ Text generation ( [CITED_AUTHOR] ; Milosavljevic , Tulloch , and Dale 1996 ) √¢¬Ä¬¢ Speech generation ( Rayner and Carter 1997 ) √¢¬Ä¬¢ Localization ( Sch √Ç¬® aler 1996 )	['Accordingly, they generate lexical correspondences by means of co-occurrence measures and string similarity metrics. More specifically, the notion of the phrasal lexicon (used first by Becker 1975) has been used successfully in a number of areas:', '√¢¬Ä¬¢ Learnability ( Zernik and Dyer 1987 ) √¢¬Ä¬¢ Text generation ( [CITED_AUTHOR] ; Milosavljevic , Tulloch , and Dale 1996 ) √¢¬Ä¬¢ Speech generation ( Rayner and Carter 1997 ) √¢¬Ä¬¢ Localization ( Sch √Ç¬® aler 1996 )', 'More recently, Simard and Langlais (2001) have proposed the exploitation of TMs at a subsentential level, while Carl, Way, and Sch\u00a8aler (2002) and Sch\u00a8aler, Way, and Carl (2003, pages 108\u2013109) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment.']	Discovery	Contextualize	0
CC392	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	toward memorybased translation	['Satoshi Sato', 'Makoto Nagao']	introduction	Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX [CITED_AUTHOR] ; Veale and Way 1997 ; Carl 1999 ) .7	['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', 'In order to calculate a ranking for each TL sentence produced, we multiply the weights of each chunk used in its construction.', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX [CITED_AUTHOR] ; Veale and Way 1997 ; Carl 1999 ) .', 'As an example, consider the translation into French of the house collapsed. Assume the conditional probabilities in (33)']	Discovery	Contextualize	0
CC393	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	what‚Äôs been forgotten in translation memory in envisioning machine translation in the information future	['Elliott Macklovitch', 'Graham Russell']	introduction	From this description , it should be clear that TM systems do not translate : Indeed , some researchers consider them to be little more than a search-and-replace engine , albeit a rather sophisticated one ( [CITED_AUTHOR] ) .	["In quite a short space of time, translation memory (TM) systems have become a very useful tool in the translator's armory.", 'TM systems store a set of source, target translation pairs in their databases.', 'If a new input string cannot be found exactly in the translation database, a search is conducted for close (or "fuzzy") matches of the input string, and these are retrieved together with their translations for the translator to manipulate into the final, output translation.', 'From this description , it should be clear that TM systems do not translate : Indeed , some researchers consider them to be little more than a search-and-replace engine , albeit a rather sophisticated one ( [CITED_AUTHOR] ) .']	Discovery	Highlight Limitation	0
CC394	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	aligning clauses in parallel texts	['Sotiris Boutsis', 'Stelios Piperidis']	introduction	[CITED_AUTHOR] use a tagged parallel corpus to extract translationally equivalent English-Greek clauses on the basis of word occurrence and co-occurrence probabilities .	['All EBMT systems, from the initial proposal by Nagao (1984) to the recent collection of Carl and Way (2003), are premised on the availability of subsentential alignments derived from the input bitext.', 'There is a wealth of literature on trying to establish subsentential translations from a bilingual corpus. 3', ' Kay and R√∂scheisen (1993) attempt to extract a bilingual dictionary using a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', 'Fung and McKeown (1997) attempt to translate technical terms using word relation matrices, although the resource from which such relations are derived is a pair of nonparallel corpora.', 'Somers (1998) replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance.', '[CITED_AUTHOR] use a tagged parallel corpus to extract translationally equivalent English-Greek clauses on the basis of word occurrence and co-occurrence probabilities .', 'The respective lengths of the putative alignments in terms of characters is also an important factor.', 'Ahrenberg, Andersson, and Merkel (2002) observe that for less widely spoken languages, the relative lack of linguistic tools and resources has forced developers of word alignment tools for such languages to use shallow processing and basic statistical approaches to word linking.', 'Accordingly, they generate lexical correspondences by means of co-occurrence measures and string similarity metrics.', 'More specifically, the notion of the phrasal lexicon (used first by Becker 1975) has been used successfully in a number of areas:']	Performed Work	Contextualize	0
CC395	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	gaijin a bootstrapping templatedriven approach to examplebased machine translation	['Tony Veale', 'Andy Way']	introduction	√¢¬Ä¬¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) √¢¬Ä¬¢ monolingual grammar induction ( Juola 1998 ) √¢¬Ä¬¢ grammar optimization ( Juola 1994 ) √¢¬Ä¬¢ insights into universal grammar ( Juola 1998 ) √¢¬Ä¬¢ machine translation ( Juola 1994 , 1997 ; [CITED_AUTHOR] ; Gough , Way , and Hearne 2002 )	['Here we see that three noun phrases start with determiners and one with a possessive pronoun.', 'The sets of determiners and possessive pronouns are both very small.', 'Furthermore, there are four prepositional phrases, and the set of prepositions is similarly small.', 'A further assumption that could be made is that all words that end with -ed are verbs, such as stopped in (5).', 'The marker hypothesis is arguably universal in presuming that concepts and structures like these have similar morphological or structural marking in all languages.', 'The marker hypothesis has been used for a number of different language-related tasks, including', 'language learning ( Green 1979 ; Mori and Moeser 1983; Morgan , Meier , and Newport 1989 ); monolingual grammar induction ( Juola 1998 ); grammar optimization ( Juola 1994 ); insights into universal grammar ( Juola 1998 ); machine translation ( Juola 1994 , 1997 ; [CITED_AUTHOR] ; Gough , Way , and Hearne 2002 )', 'With respect to translation, a potential problem in using the marker hypothesis is that some languages do not have marker words such as articles, for instance. Green’s (1979) work showed that artificial languages, both with and without specific marker words, may be learned more accurately and quickly if such psycholinguistic cues exist.']	Performed Work	Contextualize	0
CC396	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	the necessity of syntax markers two experiments with artificial languages	['Thomas Green']	introduction	√¢¬Ä¬¢ language learning ( [CITED_AUTHOR] ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) √¢¬Ä¬¢ monolingual grammar induction ( Juola 1998 ) √¢¬Ä¬¢ grammar optimization ( Juola 1994 ) √¢¬Ä¬¢ insights into universal grammar ( Juola 1998 ) √¢¬Ä¬¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )	['Here we see that three noun phrases start with determiners and one with a possessive pronoun.', 'The sets of determiners and possessive pronouns are both very small.', 'Furthermore, there are four prepositional phrases, and the set of prepositions is similarly small.', 'A further assumption that could be made is that all words that end with -ed are verbs, such as stopped in (5).', 'The marker hypothesis is arguably universal in presuming that concepts and structures like these have similar morphological or structural marking in all languages.', 'The marker hypothesis has been used for a number of different language-related tasks, including', 'language learning ( [CITED_AUTHOR] ; Mori and Moeser 1983; Morgan , Meier , and Newport 1989 ); monolingual grammar induction ( Juola 1998 ); grammar optimization ( Juola 1994 ); insights into universal grammar ( Juola 1998 ); machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )', 'With respect to translation, a potential problem in using the marker hypothesis is that some languages do not have marker words such as articles, for instance. Green’s (1979) work showed that artificial languages, both with and without specific marker words, may be learned more accurately and quickly if such psycholinguistic cues exist.']	Produced Resource	Contextualize	0
CC397	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	integrating translations from multiple sources with the pangloss mark iii machine translation system	['Robert Frederking', 'Sergei Nirenburg', 'David Farwell', 'Steven Helmreich', 'Eduard Hovy', 'Kevin Knight', 'Stephen Beale', 'Constantin Domashnev', 'Donna Attardo', 'Dean Grannes', 'Ralf Brown']	conclusion	Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by Frederking and Nirenburg ( 1994 ) , [CITED_AUTHOR] , and Hogan and Frederking ( 1998 ) .	['Thanks are due to one of the anonymous reviewers for pointing out that our wEBMT system , seeded with input from multiple translation systems , with a postvalidation process via the Web ( amounting to an n-gram target language model ) , in effect forms a multiengine MT system as described by Frederking and Nirenburg ( 1994 ) , [CITED_AUTHOR] , and Hogan and Frederking ( 1998 ) .']	Produced Resource	Contextualize	1
CC398	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	subsentential exploitation of translation memories	['Michel Simard', 'Philippe Langlais']	introduction	More recently , [CITED_AUTHOR] have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch √Ç¬® aler ( 2002 ) and Sch √Ç¬® aler , Way , and Carl ( 2003 , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .	['More recently , [CITED_AUTHOR] have proposed the exploitation of TMs at a subsentential level , while Carl , Way , and Sch √Ç¬® aler ( 2002 ) and Sch √Ç¬® aler , Way , and Carl ( 2003 , pages 108 -- 109 ) describe how phrasal lexicons might come to occupy a central place in a future hybrid integrated translation environment .', 'This, they suggest, may result in a paradigm shift from TM to EBMT via the phrasal lexicon: Translators are on the whole wary of MT technology, but once subsentential alignment is enabled, translators will become aware of the benefits to be gained from _source, target_ phrasal segments, and from there they suggest that ÔøΩit is a reasonably short step to enabling an automated solution via the recombination element of EBMT systems such as those described in [Carl and Way 2003].ÔøΩ']	Performed Work	Contextualize	0
CC399	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	further experiments in bilingual text alignment	['Harold Somers']	introduction	[CITED_AUTHOR] replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .	['All EBMT systems, from the initial proposal by Nagao (1984) to the recent collection of Carl and Way (2003), are premised on the availability of subsentential alignments derived from the input bitext.', 'There is a wealth of literature on trying to establish subsentential translations from a bilingual corpus. 3', ' Kay and R√∂scheisen (1993) attempt to extract a bilingual dictionary using a hybrid method of sentence and word alignment on the assumption that the source, target words have a similar distribution.', 'Fung and McKeown (1997) attempt to translate technical terms using word relation matrices, although the resource from which such relations are derived is a pair of nonparallel corpora.', '[CITED_AUTHOR] replicates the work of Fung and McKeown with different language pairs using the simpler metric of Levenshtein distance .', 'Boutsis and Piperidis (1998) use a tagged parallel corpus to extract translationally equivalent English-Greek clauses on the basis of word occurrence and co-occurrence probabilities.', 'The respective lengths of the putative alignments in terms of characters is also an important factor.', 'Ahrenberg, Andersson, and Merkel (2002) observe that for less widely spoken languages, the relative lack of linguistic tools and resources has forced developers of word alignment tools for such languages to use shallow processing and basic statistical approaches to word linking.', 'Accordingly, they generate lexical correspondences by means of co-occurrence measures and string similarity metrics.', 'More specifically, the notion of the phrasal lexicon (used first by Becker 1975) has been used successfully in a number of areas:']	Performed Work	Contextualize	0
CC4	A00-1009	A framework for MT and multilingual NLG systems based on uniform lexico-structural processing	applied text generation	['T Korelsky']	introduction	Our work extends directions taken in systems such as Ariane ( Vauquois and Boitet , 1985 ) , FoG ( Kittredge and Polguere , 1991 ) , JOYCE ( Rambow and [CITED_AUTHOR] ) , and LFS ( Iordanskaja et al. , 1992 ) .	['In this paper we present a linguistically motivated framework for uniform lexicostructural processing.', 'It has been used for transformations of conceptual and syntactic structures during generation in monolingual and multilingual natural language generation (NLG) and for transfer in machine translation (MT).', 'Our work extends directions taken in systems such as Ariane ( Vauquois and Boitet , 1985 ) , FoG ( Kittredge and Polguere , 1991 ) , JOYCE ( Rambow and [CITED_AUTHOR] ) , and LFS ( Iordanskaja et al. , 1992 ) .', 'Although it adopts the general principles found in the abovementioned systems, the approach presented in this paper is more practical, and we believe, would eventually integrate better with emerging statistics-based approaches to MT.']	Produced Resource	Modify	2
CC40	D08-1034	Improving Chinese semantic role classification with hierarchical feature selection strategy	hierarchical semantic role labeling	['Alessandro Moschitti', 'Ana-Maria Giuglea', 'Bonaventura Coppola', 'Roberto Basili']	method	be found in figure 2 , which is similar with that in [CITED_AUTHOR] .	['Previous semantic role classifiers always did the classification problem in one-step.', 'However, in this paper, we did SRC in two steps.', 'The architectures of hierarchical semantic role classifiers can 2 Extra features e.g.', 'predicate may be still useful because that the information, provided by the high-level description of selfdescriptive features, e.g.', 'phrase type, are limited.', 'be found in figure 2 , which is similar with that in [CITED_AUTHOR] .', 'As what has been shown in figure 2, a semantic role will first be determined whether it is a numbered argument or an ARGM by a binary-category classifier.', 'And, then if the semantic role is a numbered argument, it will be determined by a 5category classifier designed for ARGX, i.e. the numbered arguments.']	Produced Resource	Use	1
CC400	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	a psycholinguistic approach to corpusbased machine translation	['Patrick Juola']	introduction	[CITED_AUTHOR] , 1997 ) assumes that words ending in - ed are verbs .	['[CITED_AUTHOR] , 1997 ) assumes that words ending in - ed are verbs .', 'However, given that verbs are not a closed class, in our approach we do not mark chunks beginning with a verb with any marker category.', 'Instead, we take advantage of the fact that the initial phrasal chunks correspond to rule right-hand sides.', 'That is, for a rule in the Penn Treebank VP ‚àí‚Üí VBG, NP, PP, we are certain (if the annotators have done their job correctly) that the first word in each of the strings corresponding to this right-hand side is a VBG, that is, a present participle.', 'Given this information, in such cases we tag such words with the <LEX> tag.', 'Taking expanding the board to 14 members ‚àí‚Üí augmente le conseil√† 14 membres as an example, we extract the chunks in ( 24 We ignore here the trivially true lexical chunk "<QUANT> 14 : 14."']	Discovery	Highlight Limitation	1
CC401	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	the weighted majority algorithm	['Nick Littlestone', 'Manfred Warmuth']	introduction	We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm ( [CITED_AUTHOR] ) .	['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', 'In order to calculate a ranking for each TL sentence produced, we multiply the weights of each chunk used in its construction.', 'Note that this ensures that greater importance is attributed to longer chunks, as is usual in most EBMT systems (cf.', 'Sato and Nagao 1990;Veale and Way 1997;Carl 1999). 7', 's an example, consider the translation into French of the house collapsed.', 'Assume the conditional probabilities in ( 33 These mistranslations are all caused by boundary friction.', 'Each of the translations in ( 37) and ( 38) would be output with an associated weight and ranked by the system.', 'We would like to incorporate into our model a procedure whereby translation chunks extracted from the phrasal and marker lexicons are more highly regarded than those constructed by inserting words from the word-level lexicon into generalized marker chunks.', 'That is, we want to allocate a larger portion of the probability space to the phrasal and marker lexicons than to the generalized or wordlevel lexicons.', 'We have yet to import such a constraint into our model , but we plan to do so in the near future using the weighted majority algorithm ( [CITED_AUTHOR] ) .']	Produced Resource	Signal Gap	3
CC402	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	gaijin a bootstrapping templatedriven approach to examplebased machine translation	['Tony Veale', 'Andy Way']	introduction	Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; [CITED_AUTHOR] ; Carl 1999 ) .7	['When translated phrases have been retrieved for each chunk of the input string, they must then be combined to produce an output string.', 'In order to calculate a ranking for each TL sentence produced, we multiply the weights of each chunk used in its construction.', 'Note that this ensures that greater importance is attributed to longer chunks , as is usual in most EBMT systems ( cfXXX Sato and Nagao 1990 ; [CITED_AUTHOR] ; Carl 1999 ) .7']	Discovery	Contextualize	0
CC403	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	the world wide web as a resource for examplebased machine translation tasks	['Gregory Grefenstette']	experiments	However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on [CITED_AUTHOR] .	['The problem of boundary friction is clearly visible here: We have inserted a feminine singular determiner into a chunk that was generalized from a masculine plural NP.', 'However , rather than output this wrong translation directly , we use a post hoc validation and ( if required ) correction process based on [CITED_AUTHOR] .', 'Grefenstette shows that the Web can be used as a filter on translation quality simply by searching for competing translation candidates and selecting the one that is found most often.', 'Rather than search for competing candidates, we select the "best" translation and have its morphological variants searched for on-line.', "In the example above, namely, the personal computers, we search for les ordinateurs personnels versus the wrong alternatives le/la/l'ordinateurs personnels.", 'Interestingly, using Lycos, and setting the search language to French, the correct form les ordinateurs personnels is uniquely preferred over the other alternatives, as it is found 2,454 times, whereas the others are not found at all.', 'In this case, this translation overrides the highest-ranked translation (50) and is output as the final translation.', 'In fact, in checking the translations obtained for NPs using system combination ABC, we noted that 251 NPs out of the test set of 500 could be improved.', 'Of these 251, 207 (82.5%) were improved post hoc via the Web, with no improvement for the remaining 43 cases.', 'We consider this to be quite a significant result.']	Produced Resource	Use	5
CC404	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	a psycholinguistic approach to corpusbased machine translation	['Patrick Juola']	introduction	[CITED_AUTHOR] , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English √¢¬à¬í > French and English √¢¬à¬í > Urdu .	['Given that the marker hypothesis is arguably universal, it is clear that benefits may accrue by using it to facilitate subsentential alignment of source, target chunks.', '[CITED_AUTHOR] , 1997 ) conducts some small experiments using his METLA system to show the viability of this approach for English √¢\x88\x92 > French and English √¢\x88\x92 > Urdu .', 'For the English ‚àí‚Üí French language pair, Juola gives results of 61% correct translation when the system is tested on the training corpus, and 36% accuracy when it is evaluated with test data.', 'For English ‚àí‚Üí Urdu, Juola (1997, page 213) notes that "the system learned the original training corpus . . .', 'perfectly and could reproduce it without errors"; that is, it scored 100% accuracy when tested against the training corpus.', 'On novel test sentences, he gives results of 72% correct translation.', 'In their Gaijin system, Veale and Way (1997) give a result of 63% accurate translations obtained for English ‚àí‚Üí German on a test set of 791 sentences from CorelDRAW manuals.']	Performed Work	Contextualize	0
CC405	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	a psycholinguistic approach to corpusbased machine translation	['Patrick Juola']	introduction	√¢¬Ä¬¢ language learning ( Green 1979 ; Mori and Moeser 1983 ; Morgan , Meier , and Newport 1989 ) √¢¬Ä¬¢ monolingual grammar induction ( Juola 1998 ) √¢¬Ä¬¢ grammar optimization ( [CITED_AUTHOR] ) √¢¬Ä¬¢ insights into universal grammar ( Juola 1998 ) √¢¬Ä¬¢ machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )	['Here we see that three noun phrases start with determiners and one with a possessive pronoun.', 'The sets of determiners and possessive pronouns are both very small.', 'Furthermore, there are four prepositional phrases, and the set of prepositions is similarly small.', 'A further assumption that could be made is that all words that end with -ed are verbs, such as stopped in (5).', 'The marker hypothesis is arguably universal in presuming that concepts and structures like these have similar morphological or structural marking in all languages.', 'The marker hypothesis has been used for a number of different language-related tasks, including', 'language learning ( Green 1979 ; Mori and Moeser 1983; Morgan , Meier , and Newport 1989 ); monolingual grammar induction ( Juola 1998 ); grammar optimization  ( [CITED_AUTHOR] ) ; insights into universal grammar ( Juola 1998 ); machine translation ( Juola 1994 , 1997 ; Veale and Way 1997 ; Gough , Way , and Hearne 2002 )', 'With respect to translation, a potential problem in using the marker hypothesis is that some languages do not have marker words such as articles, for instance. Green’s (1979) work showed that artificial languages, both with and without specific marker words, may be learned more accurately and quickly if such psycholinguistic cues exist.']	Produced Resource	Contextualize	0
CC406	J03-3004	wEBMT: Developing and Validating an Example-Based Machine Translation System Using the World Wide Web	examplebased incremental synchronous interpretation	['Hans-Ulrich Block']	introduction	In a final processing stage , we generalize over the marker lexicon following a process found in [CITED_AUTHOR] .	['In a final processing stage , we generalize over the marker lexicon following a process found in [CITED_AUTHOR] .', "In Block's approach, word alignments are assigned probabilities by means of a statistical word alignment tool.", 'In a subsequent stage, chunk pairs are extracted, which are then generalized to produce a set of translation templates for each source, target segment.']	Performed Work	Use	5
